FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,GENDER,WORK_LIFE_BALANCE_SCORE,AGE_21 to 35,AGE_36 to 50,AGE_51 or more,AGE_Less than 20
5,3,10,5,10,10,5,5,1,9,5,8,2,8,0,1,2,10,7,10,1,754.8,0,0,1,0
0,5,1,10,10,10,10,5,2,5,5,5,10,7,10,5,2,10,2,10,1,682.6,0,1,0,0
3,5,10,6,5,10,5,2,1,5,3,5,1,8,10,1,2,8,4,3,1,669.2,1,0,0,0
2,5,5,10,4,5,4,3,2,4,8,5,2,6,4,6,1,4,5,7,1,629.7,0,1,0,0
3,1,3,6,7,2,7,1,2,9,2,3,8,7,3,1,1,8,3,4,0,649.9,0,0,1,0
1,2,0,10,10,3,2,5,1,8,4,1,10,8,0,1,1,0,10,5,0,678.6,1,0,0,0
5,3,10,10,8,2,3,3,1,8,8,10,6,8,10,3,2,10,3,10,0,722.9,0,0,1,0
5,2,5,7,4,4,4,1,1,8,4,10,9,8,10,1,2,3,5,10,0,697.4,1,0,0,0
4,1,0,3,7,5,2,1,2,3,3,4,8,8,8,1,1,3,4,6,0,623.1,0,0,0,1
2,3,3,3,8,7,3,2,1,4,7,2,3,7,0,3,1,4,0,5,1,639.5,1,0,0,0
3,1,2,4,2,4,4,1,2,5,4,4,5,8,0,1,1,4,4,9,0,638.4,1,0,0,0
2,2,5,10,8,3,6,5,1,8,4,5,2,7,0,0,2,7,5,7,0,711.5,1,0,0,0
5,4,7,7,4,6,4,5,1,4,1,6,1,7,3,6,2,6,4,6,1,676,1,0,0,0
2,3,5,10,0,5,1,0,1,3,5,8,4,7,7,10,2,2,6,6,0,637.3,1,0,0,0
3,4,2,3,4,10,1,1,2,5,2,7,1,6,2,3,1,2,0,4,1,601.2,1,0,0,0
1,5,0,0,6,2,1,0,2,2,1,2,1,7,10,0,1,2,0,10,1,556.2,0,1,0,0
5,2,10,10,10,10,6,3,1,7,5,10,10,7,0,1,1,10,6,10,1,755,1,0,0,0
5,1,4,7,6,3,4,5,1,8,3,10,2,8,0,3,1,9,2,5,1,694,0,1,0,0
3,1,7,3,8,6,7,3,1,6,6,7,3,6,10,1,1,7,8,6,0,681.1,0,1,0,0
2,3,1,1,10,2,1,5,2,6,2,8,5,8,7,1,2,1,0,2,1,627.3,0,1,0,0
3,5,1,10,4,9,2,5,1,3,0,3,2,7,0,5,1,3,5,2,1,634.6,0,1,0,0
1,3,6,8,9,3,6,4,1,5,4,6,8,6,3,2,1,3,6,4,0,670.7,1,0,0,0
5,4,8,8,10,10,1,5,1,5,4,10,5,6,2,2,2,7,1,1,1,707.2,0,1,0,0
5,1,10,10,5,4,5,5,1,7,5,2,10,8,0,1,2,0,5,7,1,724.7,1,0,0,0
1,3,2,10,8,4,4,5,2,5,2,8,2,6,0,1,2,10,1,4,1,667.7,0,0,1,0
5,5,10,10,0,10,5,5,1,7,4,2,1,7,0,1,2,7,4,7,1,704.1,0,1,0,0
2,2,4,5,10,10,10,3,2,7,5,10,3,7,1,2,2,5,5,8,0,704,1,0,0,0
3,3,4,8,8,10,5,5,1,5,2,8,5,7,0,2,2,3,5,3,1,701.9,0,1,0,0
3,2,2,5,7,10,1,3,1,2,2,3,5,6,5,2,2,4,3,2,1,653.1,0,1,0,0
2,4,2,3,5,8,3,5,1,6,2,6,3,6,0,4,2,3,3,8,1,665.6,0,1,0,0
3,1,10,7,2,5,3,3,2,3,3,2,3,5,1,3,2,2,5,3,0,645.9,0,1,0,0
3,2,1,3,5,2,1,0,2,4,2,1,2,7,4,3,2,0,0,3,1,590,0,0,1,0
4,5,7,7,6,4,5,5,1,8,4,5,2,6,0,5,2,5,5,7,1,689.2,0,0,1,0
3,3,10,7,10,10,3,5,2,6,4,9,5,4,5,5,2,10,2,10,0,699.8,0,1,0,0
2,5,6,8,6,10,1,1,2,6,4,3,1,5,0,1,1,3,6,5,1,629.1,0,1,0,0
4,4,7,3,7,3,3,5,1,8,1,3,2,6,10,3,1,7,4,7,0,644.6,0,0,1,0
4,4,7,8,4,10,6,1,1,10,2,4,10,7,0,1,2,4,1,10,1,706.2,0,1,0,0
2,2,5,6,0,1,3,5,2,4,1,1,2,7,10,0,2,2,2,5,1,612.1,0,0,1,0
3,3,3,3,2,4,4,1,1,7,0,2,2,8,0,10,2,7,0,3,1,626.1,0,1,0,0
5,4,3,2,3,3,1,1,1,3,1,4,1,8,5,4,2,3,3,5,0,623.1,0,0,1,0
4,2,10,10,5,6,3,2,1,5,2,5,8,8,0,1,1,5,1,7,1,686.2,0,1,0,0
4,1,3,5,8,7,3,1,1,8,4,6,5,7,0,0,1,4,2,8,0,679.4,1,0,0,0
2,5,10,10,10,10,10,2,2,10,7,1,10,8,10,0,2,10,3,3,1,699,1,0,0,0
1,3,3,10,10,10,0,1,1,8,1,6,1,7,10,8,2,4,0,5,1,640.3,1,0,0,0
3,4,0,0,0,2,3,1,1,7,1,1,1,6,0,2,1,4,3,10,0,606.8,1,0,0,0
2,5,3,3,10,10,3,3,1,3,3,6,1,6,2,5,2,10,1,0,1,652,0,1,0,0
5,3,4,3,2,2,5,3,2,3,0,5,2,7,0,3,2,10,1,2,1,636.7,0,1,0,0
5,3,7,2,10,10,3,5,2,3,5,10,1,6,0,2,2,3,0,7,1,681.7,1,0,0,0
2,3,4,4,10,10,2,5,2,7,2,7,6,6,0,4,2,10,3,6,1,684.5,0,0,1,0
5,1,5,4,7,8,4,2,1,7,6,3,5,7,4,1,2,3,5,7,1,695.8,1,0,0,0
1,0,10,2,2,3,1,2,1,2,1,6,2,8,10,1,2,1,1,5,1,630.3,1,0,0,0
0,4,0,5,10,10,3,5,1,8,3,3,10,6,0,0,2,4,3,10,0,693.9,1,0,0,0
4,3,5,4,7,10,4,3,2,5,6,7,5,6,0,1,2,5,4,7,1,686.2,1,0,0,0
3,3,7,8,5,10,6,1,2,8,7,4,5,8,5,1,2,3,5,3,0,674.1,1,0,0,0
3,4,5,8,5,10,6,1,2,8,6,4,5,8,5,1,2,5,4,2,0,665.6,1,0,0,0
2,4,2,3,3,6,1,3,1,9,0,5,1,6,9,3,1,3,0,2,0,599.1,0,0,1,0
4,4,0,6,2,10,2,0,1,7,1,8,5,7,0,2,1,2,6,10,0,656,0,0,0,1
4,3,8,10,10,10,10,5,2,9,10,4,3,7,0,1,2,8,2,10,1,736.8,0,0,1,0
5,3,3,6,4,5,5,3,2,6,2,8,0,8,3,2,2,2,1,8,0,654.5,0,1,0,0
5,3,6,6,10,10,4,5,1,6,2,10,5,7,1,1,2,8,6,10,0,738,1,0,0,0
1,5,1,8,5,1,2,0,2,3,2,1,0,10,0,6,2,1,2,10,1,600.8,0,0,1,0
1,5,1,5,0,2,0,0,1,0,1,1,0,6,0,1,1,0,0,0,0,557.5,0,1,0,0
5,4,10,9,9,10,3,1,1,8,4,5,4,7,7,4,2,6,4,4,0,692.8,0,1,0,0
1,5,4,10,10,10,3,2,1,5,6,10,2,7,0,10,2,10,5,6,0,690.4,1,0,0,0
3,5,2,5,10,10,7,3,2,10,4,10,5,7,5,0,2,7,5,10,0,698.9,0,0,1,0
1,4,3,4,2,2,1,1,1,2,2,6,3,6,0,5,2,4,2,3,1,616.3,0,1,0,0
1,5,5,2,2,3,3,5,2,2,2,2,1,5,0,10,1,3,1,10,0,584.7,0,1,0,0
2,3,7,5,8,10,5,1,2,5,3,10,7,6,0,1,2,5,1,8,1,681.7,0,0,1,0
1,4,5,2,6,3,4,5,2,7,5,2,0,8,3,8,2,10,2,5,0,634.6,0,1,0,0
2,2,2,4,4,5,2,1,2,0,4,4,2,7,6,0,2,5,1,6,1,617.8,1,0,0,0
4,3,10,3,0,10,3,2,1,7,2,5,5,7,0,2,2,2,1,7,1,675.8,0,0,0,1
1,4,5,1,3,10,3,3,2,3,2,3,1,6,0,3,2,3,1,10,1,627.6,0,1,0,0
4,4,10,4,5,10,2,1,1,8,2,5,2,8,0,2,2,10,3,10,1,698.1,1,0,0,0
4,2,1,6,1,5,3,0,1,5,3,8,2,7,0,1,1,7,2,5,0,645.8,0,0,0,1
5,4,9,7,5,8,4,0,1,7,2,4,5,7,0,4,2,6,5,7,1,689.2,0,1,0,0
3,1,5,10,10,10,0,5,2,7,3,4,5,7,0,0,2,10,1,8,0,706.2,0,1,0,0
3,3,8,3,10,7,10,5,1,7,8,1,10,7,3,5,2,10,7,7,1,727.7,0,1,0,0
3,3,3,3,10,10,10,5,1,7,8,1,10,7,3,7,2,10,10,7,0,726,0,1,0,0
2,4,1,3,5,2,6,1,1,1,2,2,3,6,0,2,1,10,1,7,1,622.3,0,1,0,0
2,3,9,6,4,8,1,4,1,6,0,10,7,9,0,2,2,3,0,5,1,687.4,0,1,0,0
1,3,0,3,10,2,3,4,1,0,0,1,3,7,0,2,2,1,1,5,0,627.4,0,0,0,1
2,1,2,4,3,1,3,1,2,2,1,1,1,6,2,5,2,1,2,1,1,588.1,0,0,1,0
1,3,0,4,2,8,1,1,2,4,5,2,2,7,0,1,2,3,2,2,1,612.3,1,0,0,0
1,4,5,5,5,10,2,2,1,8,4,4,3,7,2,1,2,10,5,7,1,682.4,1,0,0,0
4,3,10,5,8,8,4,5,2,3,2,3,5,8,0,1,2,10,2,5,1,689.2,0,0,1,0
2,4,3,2,4,10,5,2,2,4,2,2,2,6,7,4,2,3,2,5,1,612.1,1,0,0,0
3,4,10,3,10,5,4,5,1,5,2,10,3,8,10,1,1,3,3,4,0,661.7,1,0,0,0
1,5,5,4,6,10,10,5,1,7,5,10,8,5,5,1,1,10,2,10,1,696.8,1,0,0,0
3,2,8,5,10,10,4,3,2,7,5,10,10,7,5,0,2,10,4,5,0,714.2,1,0,0,0
5,4,1,1,3,3,1,3,1,4,10,5,5,9,8,2,1,2,8,3,1,637.1,1,0,0,0
2,5,2,2,0,5,2,0,2,4,2,1,1,5,7,10,2,4,3,1,1,560.7,1,0,0,0
2,4,4,1,1,5,2,1,1,1,1,10,0,8,0,1,2,1,1,2,0,622.6,1,0,0,0
4,3,10,10,10,10,1,5,2,8,1,8,2,9,5,4,2,2,3,4,1,685.3,1,0,0,0
4,4,3,6,10,10,0,3,1,6,3,8,0,6,6,5,2,7,0,2,1,659.2,0,0,1,0
4,4,4,6,6,10,2,2,1,6,2,9,0,6,6,8,2,3,0,2,0,642.4,0,0,1,0
5,2,8,1,4,3,3,5,1,6,4,7,5,6,10,0,2,10,2,10,1,691.3,0,0,1,0
2,2,8,2,3,3,4,1,1,5,2,10,2,7,0,0,1,6,3,7,0,656.4,1,0,0,0
2,1,7,3,3,3,3,2,1,5,4,6,4,7,0,3,2,5,3,8,1,672.6,1,0,0,0
5,2,10,10,5,10,4,4,1,5,5,5,5,7,5,1,2,9,8,5,1,726.8,1,0,0,0
3,3,10,7,7,7,5,2,1,7,10,6,6,7,8,1,2,8,10,3,0,713.4,0,1,0,0
4,3,10,6,5,10,3,5,1,5,4,2,3,7,0,3,2,3,6,4,1,693.9,1,0,0,0
1,1,4,0,1,3,4,0,1,3,2,8,1,7,0,7,2,2,2,5,1,623.7,1,0,0,0
5,3,5,8,3,5,4,3,2,5,5,6,3,8,0,3,2,2,3,3,1,660.9,0,1,0,0
3,4,8,7,5,10,2,1,1,3,1,7,5,6,7,2,2,10,1,3,1,664.1,1,0,0,0
5,3,5,8,3,5,4,3,2,5,5,6,3,8,0,3,2,2,3,3,1,660.9,0,1,0,0
3,2,5,6,10,10,2,3,2,8,2,2,2,7,0,3,2,5,4,2,1,665,1,0,0,0
0,3,6,1,3,5,2,2,2,4,1,5,8,6,5,2,2,5,6,7,0,631.4,0,1,0,0
1,3,6,5,2,5,1,1,2,5,2,1,10,6,8,2,2,3,8,10,0,634,1,0,0,0
0,1,4,6,8,4,4,0,1,8,5,6,5,8,0,0,2,10,8,10,1,706.8,0,1,0,0
5,1,7,5,7,4,6,3,1,8,2,10,2,7,1,2,2,5,3,10,0,712.5,0,1,0,0
5,3,10,7,10,10,9,3,2,8,8,6,10,6,5,2,2,10,10,10,1,745.5,0,0,1,0
2,3,5,10,2,10,1,1,2,7,1,10,3,7,10,1,2,10,6,7,0,663.2,1,0,0,0
3,4,5,0,2,1,2,3,1,5,2,5,1,6,0,1,2,2,1,10,0,639.9,0,0,1,0
3,4,5,0,1,0,2,3,1,5,1,6,1,6,0,1,2,1,2,10,0,636.7,0,0,1,0
4,3,10,10,10,6,2,5,1,4,1,8,3,7,0,1,2,5,4,3,1,707,1,0,0,0
2,4,4,3,3,7,3,2,1,7,3,5,2,7,7,5,1,6,1,7,0,624.8,1,0,0,0
2,5,2,3,2,5,2,0,2,2,0,7,0,6,0,1,2,4,1,5,0,601.2,0,1,0,0
4,1,10,4,1,5,3,2,1,6,2,8,10,7,0,5,2,5,1,1,0,679.8,0,1,0,0
3,0,4,0,1,1,1,2,1,3,2,7,1,9,1,6,1,2,2,8,0,622.2,1,0,0,0
4,2,2,6,5,8,5,5,2,8,2,8,6,7,10,0,2,2,2,10,1,674.7,0,0,1,0
4,0,10,5,7,3,2,3,1,7,1,6,1,8,0,0,2,2,4,9,1,698.3,1,0,0,0
3,2,4,6,10,8,4,5,1,5,3,3,6,8,0,1,2,10,3,7,0,713,0,0,1,0
3,2,7,6,4,4,3,5,2,4,0,10,0,8,2,4,2,3,1,2,1,646.4,0,1,0,0
5,1,10,10,10,10,5,5,1,9,6,6,10,8,0,0,1,5,3,10,1,751,0,0,1,0
5,4,10,1,0,1,2,2,1,3,2,4,0,9,0,10,2,5,1,10,1,638.6,0,0,1,0
2,1,10,7,5,10,6,5,2,4,4,4,2,7,2,2,2,10,8,2,1,694.3,1,0,0,0
2,4,8,3,10,10,5,5,2,5,3,8,4,6,1,4,1,3,4,7,1,660.9,1,0,0,0
5,2,10,5,8,4,4,5,1,7,3,9,7,7,0,6,2,5,3,10,1,720.8,0,1,0,0
2,3,6,10,7,10,3,5,1,5,1,5,2,6,7,2,2,3,1,8,1,675.6,1,0,0,0
4,3,10,6,8,10,5,5,2,4,3,5,3,7,0,3,2,4,9,10,1,704.7,0,0,1,0
4,5,9,3,4,7,3,1,1,8,2,9,1,7,10,0,2,7,0,7,1,661.3,0,0,1,0
5,3,4,10,10,7,7,5,1,5,3,6,6,9,0,3,2,8,8,7,1,735.9,0,1,0,0
5,2,3,10,8,10,5,5,2,9,8,10,10,6,1,2,1,10,10,10,0,737.8,0,0,1,0
2,1,3,3,7,4,2,5,2,8,1,3,0,8,0,5,2,4,1,1,1,634.8,0,0,1,0
3,3,5,6,6,8,3,3,2,7,3,6,10,7,2,1,2,3,2,2,0,667.5,1,0,0,0
3,3,5,6,6,8,3,3,2,7,3,6,10,7,2,1,2,3,2,2,0,667.5,1,0,0,0
1,4,0,7,5,3,2,1,2,5,4,1,8,6,0,8,1,1,6,2,0,593.2,1,0,0,0
4,4,5,4,8,3,2,5,2,6,5,4,5,6,3,2,2,5,1,3,1,651.6,0,0,1,0
3,3,7,2,3,3,5,5,2,5,4,6,2,5,3,3,2,1,2,10,0,646.7,0,1,0,0
1,3,2,4,6,3,1,3,1,9,1,9,1,6,0,7,1,3,0,1,1,616.9,0,1,0,0
0,3,8,4,5,3,2,2,1,3,3,5,1,8,0,2,2,4,3,6,1,650.5,1,0,0,0
1,5,1,4,10,7,2,3,1,7,1,5,0,6,10,10,1,4,3,7,1,605.9,1,0,0,0
4,2,9,4,8,3,4,2,2,6,1,4,5,7,0,4,2,10,1,10,1,675.6,0,0,1,0
4,0,10,4,3,4,8,0,2,3,2,6,8,9,0,3,2,9,5,8,0,690,0,1,0,0
3,3,8,4,4,2,2,1,2,3,4,3,3,6,2,4,1,2,2,5,1,603.8,0,1,0,0
5,2,10,1,6,3,4,2,1,3,3,7,10,8,0,1,1,5,5,10,1,690,1,0,0,0
2,5,0,2,10,10,2,3,1,6,3,4,1,6,9,3,2,6,1,4,1,636.3,0,1,0,0
3,2,10,8,7,10,6,5,2,10,8,10,8,7,0,2,2,6,7,10,0,746.5,1,0,0,0
2,2,3,4,10,3,4,5,2,2,5,1,4,8,10,2,2,2,4,3,1,632.7,0,0,1,0
5,2,2,5,4,3,4,2,1,7,5,5,0,8,3,1,2,10,2,10,1,684.5,0,1,0,0
2,1,4,5,1,5,3,2,1,6,2,4,3,7,0,1,2,2,6,7,0,665.4,1,0,0,0
5,2,7,3,3,10,2,0,1,3,4,7,10,8,0,2,2,10,0,10,0,701.9,0,0,1,0
4,3,4,8,7,5,7,5,2,7,3,7,5,6,10,4,2,10,10,10,0,694.7,1,0,0,0
5,2,10,10,10,10,10,5,1,9,10,10,10,8,10,0,2,10,10,10,0,790.9,1,0,0,0
2,5,10,10,10,10,5,5,2,8,4,1,10,6,0,5,2,10,5,2,1,698.6,0,0,0,1
5,1,8,6,7,6,3,5,1,8,7,8,3,8,0,0,2,7,3,8,1,734.4,0,0,1,0
4,3,4,3,4,10,5,5,2,7,5,7,2,6,5,3,1,4,7,7,1,657.3,1,0,0,0
5,4,1,7,3,10,2,1,1,8,6,8,5,8,10,0,2,5,1,1,0,664.7,1,0,0,0
3,5,5,5,5,6,3,1,1,5,6,7,5,7,5,3,1,3,2,6,1,640.5,1,0,0,0
4,5,7,3,10,10,6,3,2,7,3,1,10,6,4,1,2,10,3,4,1,679.9,1,0,0,0
3,2,6,4,4,7,3,5,1,7,5,9,4,7,5,2,1,8,5,7,1,685.1,1,0,0,0
1,3,2,5,10,10,3,1,2,10,2,5,2,8,3,2,2,3,2,6,1,650.5,1,0,0,0
1,5,1,3,2,1,4,3,2,0,4,7,1,5,1,4,2,5,0,0,0,590.8,1,0,0,0
5,2,10,10,10,5,10,5,1,10,5,7,10,6,0,0,2,10,5,10,1,774.6,0,0,1,0
1,5,4,5,1,1,1,0,1,0,1,8,0,6,0,5,2,1,0,9,0,604.8,1,0,0,0
3,2,10,5,2,10,6,3,1,8,5,5,3,7,10,1,1,10,3,6,0,677.5,0,0,0,1
3,2,10,4,4,5,2,5,2,5,2,8,5,6,0,0,2,0,0,2,1,657.5,0,0,1,0
3,2,7,7,5,7,4,0,1,8,6,5,3,6,0,1,1,6,3,6,1,672.2,1,0,0,0
1,3,0,1,1,1,0,1,1,9,2,2,0,9,10,9,2,4,0,7,1,588.9,0,1,0,0
5,1,10,6,8,5,5,3,1,0,1,5,0,8,0,1,2,7,3,7,1,696.4,0,0,1,0
2,5,0,5,9,4,10,0,1,0,2,8,0,8,0,10,1,1,1,10,1,618.8,0,1,0,0
4,2,10,10,5,10,4,1,1,7,5,8,5,6,2,2,2,4,8,8,0,720.4,1,0,0,0
1,4,0,5,5,10,6,5,2,5,0,10,2,7,0,3,2,5,1,2,0,647.9,0,1,0,0
2,1,7,3,5,10,2,2,1,8,2,10,2,7,0,1,2,7,3,8,0,698.9,0,0,1,0
4,3,2,2,2,4,2,0,1,6,1,9,1,8,0,2,2,5,1,3,0,642.8,0,1,0,0
3,2,3,8,4,10,5,0,1,7,3,7,10,8,0,1,2,10,4,10,0,717.2,1,0,0,0
1,3,4,1,0,1,1,1,1,0,2,7,0,5,0,3,2,4,1,5,0,607.8,0,0,1,0
1,0,0,3,5,3,3,5,2,3,2,1,8,7,0,0,1,6,9,10,0,651.2,0,1,0,0
1,3,3,9,3,1,5,2,2,8,2,4,4,6,10,0,1,5,0,6,1,607.4,0,0,0,1
3,3,2,10,4,10,5,4,2,8,6,7,4,7,5,4,2,8,2,10,1,686.4,0,0,1,0
1,4,9,4,10,10,7,3,2,8,5,2,5,7,7,3,2,6,8,3,0,671.8,0,0,1,0
1,1,6,9,5,3,5,5,1,6,2,5,6,6,1,1,2,10,2,4,0,694.3,0,0,0,1
3,2,10,3,5,7,5,5,1,8,3,5,1,8,0,1,1,10,4,8,1,696.4,0,0,0,1
5,4,5,4,2,10,4,0,1,7,2,10,0,7,4,2,2,4,2,10,0,671.7,1,0,0,0
2,3,5,5,5,10,2,1,1,4,3,10,5,5,6,1,1,0,2,7,0,642.4,0,1,0,0
3,1,8,5,10,10,7,2,1,9,7,6,3,8,0,1,2,10,9,10,1,749.3,0,1,0,0
3,1,8,5,10,10,7,2,1,9,7,6,3,8,0,1,2,10,8,10,1,747.6,0,1,0,0
5,3,1,10,10,6,1,1,1,7,1,5,9,5,2,1,2,5,1,6,1,682.2,0,0,1,0
2,5,2,3,3,2,2,1,1,9,3,7,10,8,8,7,2,5,6,6,1,644.1,0,0,1,0
3,3,6,7,8,8,2,5,2,6,4,10,2,7,0,4,2,10,3,10,0,698.9,0,0,1,0
1,3,5,3,7,10,3,3,1,10,2,3,0,7,0,1,1,3,8,10,1,668.6,0,1,0,0
4,5,10,3,5,10,0,2,1,3,4,7,1,7,3,1,1,10,1,5,1,655.8,1,0,0,0
5,5,5,5,10,10,5,5,2,10,3,6,3,7,0,0,2,10,2,0,1,693,1,0,0,0
4,3,1,4,8,3,3,5,2,4,1,7,0,5,0,0,2,5,2,3,1,645.2,0,0,1,0
2,3,10,6,2,4,1,2,1,7,0,5,2,7,1,5,2,4,1,5,1,648.6,1,0,0,0
4,3,2,10,6,10,5,2,1,5,5,5,10,8,4,2,2,4,7,3,1,699.8,1,0,0,0
4,0,2,10,10,5,5,1,1,8,2,8,0,8,3,1,2,3,0,7,1,690.2,0,1,0,0
2,0,3,0,10,10,10,5,1,9,0,10,10,8,0,0,2,1,10,10,0,743.3,0,0,0,1
3,3,6,7,8,8,2,5,2,6,4,10,2,7,0,4,2,10,3,10,0,698.9,0,0,1,0
2,2,7,6,6,6,5,1,1,7,5,5,4,6,3,2,1,8,2,8,1,668.8,1,0,0,0
3,2,10,10,6,7,4,2,2,7,6,10,5,6,0,4,2,10,5,5,1,705.5,1,0,0,0
3,3,10,10,9,10,5,2,2,4,7,10,4,6,0,4,2,6,5,5,1,702.1,1,0,0,0
2,5,2,3,2,10,2,2,1,5,4,10,4,6,8,5,1,1,4,4,1,618.8,1,0,0,0
2,3,4,6,10,6,8,1,1,5,4,7,5,5,10,2,1,10,3,4,0,657.1,1,0,0,0
2,3,4,6,10,6,8,1,1,5,4,7,5,5,10,2,1,10,3,4,0,657.1,1,0,0,0
3,3,5,6,10,8,10,1,1,6,3,7,5,5,10,3,1,10,3,3,1,665.6,1,0,0,0
5,5,2,10,10,10,2,5,1,3,1,10,1,7,5,4,2,3,4,5,1,681.9,1,0,0,0
3,2,5,5,6,3,5,4,1,8,6,7,5,7,8,1,2,5,5,4,0,686.4,1,0,0,0
2,2,6,8,7,8,6,3,1,8,6,4,5,7,5,0,2,10,4,4,1,706.2,1,0,0,0
2,2,7,8,7,7,8,3,1,8,7,4,5,7,4,0,2,10,4,4,1,713,1,0,0,0
5,1,10,10,10,10,0,2,2,9,5,6,5,8,0,4,1,10,6,7,1,706.8,1,0,0,0
2,1,5,10,8,7,2,1,1,7,2,10,4,8,0,3,2,9,2,7,1,704.2,1,0,0,0
1,3,1,2,4,3,2,0,1,4,2,8,2,6,6,1,2,2,0,1,1,608.2,0,0,0,1
1,3,0,2,2,1,1,0,1,5,2,8,2,6,6,1,2,2,0,1,1,599.7,0,0,0,1
2,2,1,10,10,10,2,1,2,6,2,7,1,7,10,2,1,4,3,10,1,637.1,1,0,0,0
2,5,8,4,5,4,8,5,1,9,8,8,3,6,7,2,1,10,8,4,1,683,1,0,0,0
2,5,7,4,5,4,7,5,1,8,7,8,3,6,7,2,1,10,7,4,1,674.5,1,0,0,0
1,3,10,3,6,3,1,5,2,3,1,3,0,5,0,2,1,4,0,0,0,601.9,1,0,0,0
1,3,10,3,6,3,1,5,2,3,1,3,0,5,0,2,1,4,0,0,0,601.9,1,0,0,0
1,3,10,3,1,3,1,5,2,3,1,3,0,5,0,2,1,4,0,1,0,595.1,1,0,0,0
5,5,2,3,4,3,4,2,2,7,3,10,5,6,10,3,1,9,2,0,1,613.7,1,0,0,0
2,3,0,5,2,4,3,3,1,5,4,3,4,6,0,6,1,1,5,4,0,620.8,1,0,0,0
2,3,5,10,10,10,3,5,1,7,5,6,3,6,0,1,2,10,5,2,1,714.9,0,0,1,0
5,1,7,7,3,10,2,2,1,7,1,4,4,7,0,2,2,3,2,9,1,692.6,0,0,0,1
4,5,3,6,2,3,0,1,1,5,0,1,2,6,0,8,1,5,0,1,1,589.8,1,0,0,0
2,3,1,3,3,2,1,0,2,2,1,1,1,6,4,3,1,4,0,1,0,557.5,0,0,1,0
1,3,6,8,10,6,7,5,2,8,6,6,2,6,7,1,2,10,8,5,0,692.8,1,0,0,0
5,2,2,4,6,9,9,1,2,7,4,1,10,8,0,1,1,3,1,6,1,659.9,0,1,0,0
3,2,4,7,10,5,2,5,1,8,3,7,3,7,8,2,2,3,2,9,1,686.4,0,0,1,0
3,1,6,4,8,3,2,3,2,10,2,10,10,7,0,1,2,6,1,10,1,697.2,0,0,1,0
1,2,2,5,1,10,3,2,1,5,1,1,8,6,8,3,2,3,3,2,1,632.3,1,0,0,0
3,4,10,4,8,10,2,5,2,7,2,10,1,7,0,3,2,3,3,3,1,675.1,0,1,0,0
5,0,7,9,10,8,2,5,1,8,2,8,1,7,0,1,2,5,3,10,1,732.5,0,0,1,0
5,2,4,7,8,5,6,4,1,10,4,2,4,7,2,4,2,2,2,10,1,697.3,0,0,1,0
5,2,8,8,7,6,7,5,2,10,5,10,4,8,0,3,2,10,7,8,1,736.5,0,0,1,0
5,0,10,10,10,10,10,5,2,10,10,10,10,8,0,0,2,10,10,10,1,799.4,0,0,1,0
4,4,1,2,4,10,1,4,2,2,1,8,1,5,7,5,2,4,1,7,1,619.9,0,1,0,0
3,1,6,10,5,10,3,2,1,6,1,6,5,7,0,1,2,8,1,9,0,706.6,0,1,0,0
3,4,10,4,8,4,2,5,2,3,1,5,0,6,0,0,2,3,0,8,1,651.8,0,0,1,0
3,0,10,5,10,10,2,5,1,7,2,8,4,9,0,0,2,7,6,6,1,738,1,0,0,0
4,1,3,7,5,5,7,1,2,6,5,5,10,8,0,0,2,3,6,10,0,696.4,1,0,0,0
3,5,1,5,8,10,8,1,2,2,3,7,1,4,10,6,2,10,6,3,1,631.4,0,1,0,0
5,2,8,5,7,10,10,4,1,5,5,6,6,6,8,4,2,6,5,6,1,711.5,1,0,0,0
3,2,3,9,10,8,6,1,1,7,4,5,1,8,0,1,2,8,1,10,1,704.9,0,0,1,0
4,3,7,5,10,10,10,5,2,10,2,8,10,7,0,1,2,10,5,7,1,737.6,0,1,0,0
2,4,10,7,4,6,3,4,1,4,2,2,2,7,2,2,2,9,0,6,1,668.4,1,0,0,0
3,3,5,10,4,10,1,0,1,8,1,10,2,7,0,2,2,3,3,7,1,681.9,1,0,0,0
2,3,1,7,10,4,2,5,1,7,7,2,2,7,5,0,2,2,2,6,0,668.4,1,0,0,0
5,2,5,3,0,5,1,0,1,7,2,4,0,10,0,0,2,1,2,10,1,659.2,0,0,0,1
4,3,6,3,2,7,5,3,1,7,1,3,5,7,1,8,2,10,1,5,0,666.9,0,0,1,0
0,5,0,1,2,1,0,0,2,4,0,3,0,3,10,0,1,5,0,7,1,538.6,0,1,0,0
4,1,5,2,3,3,4,0,1,5,2,8,2,7,0,0,1,6,3,7,0,654.3,1,0,0,0
2,3,3,10,5,7,4,3,2,7,3,10,5,8,3,3,2,7,1,2,1,666.8,0,1,0,0
2,5,3,7,10,10,5,5,2,5,4,5,1,7,3,3,2,10,1,8,1,672.4,0,1,0,0
